Time,Amount,Class,Prediction,Actual,Correct,time_delta,day_of_week,hour_of_day,amount_normalized,avg_transaction_value,transaction_type,card_present,international,online_purchase,repeat_merchant,high_risk_merchant,location_variance,merchant_category,device_type,distance_from_home,velocity_24h,velocity_1week,customer_age,previous_fraud_merchant,card_age_days,customer_tenure,purchase_frequency,decline_rate,payment_method,authentication_method,ip_risk_score,browser_fingerprint,Fraud_Probability,spending_rate,amount_deviation,unusual_hour,intl_high_risk,timing_risk,high_value_transaction,velocity_ratio,distance_merchant_risk,Unnamed: 30
9,3.68,0,Normal,Normal,True,43.35590858635507,3.0,13.0,-0.6428100298378366,249.92850303471567,1,0,1,1,0,1,21.46578338983233,10.58832652294835,1.9166285523358564,527.0736302623891,16.53336090558282,13.42332798862216,79.9999999982918,0.885261178258052,260.6783072407928,1.0,5.61190519716119,0.1807190211198227,2.8388242656884493,2.768949692044459,0.9898330884000018,0.8984403871247392,,0.368,250.57131306455352,0.0,1,0.0,0.0,8.617326876687324,0.0,
10,7.8,0,Normal,Normal,True,71.99999999839736,2.0,23.0,-0.6147051309070675,746.2885508182395,0,0,0,0,1,1,0.0,1.0,1.6195313897866406,566.482989176306,18.031517907329665,14.767875900517849,67.91468397738288,0.6656648218340705,1.0,396.8430135934927,8.032111238087875,0.3831640465120868,3.685244330716479,2.0942086023090143,0.8513042876855056,0.8470580104690077,,0.7090909090909091,746.9032559491466,0.0,0,0.5,0.0,8.542922878078707,1.0,
10,9.99,0,Fraud,Normal,False,54.94684888452425,4.0,16.0,-0.5997658763783333,706.7572383581764,1,1,0,0,0,1,23.850950001569547,19.999999999611926,4.685499361086562,250.661746239862,19.99999999957009,26.39522406015422,65.15671014389413,0.9687398548183592,226.52553818122,495.50818753228606,7.728876554591854,0.4965979755575186,1.0,1.0,0.8510471950354622,0.7927780673314944,,0.9081818181818182,707.3570042345548,0.0,0,0.0,0.0,5.30258358833778,0.0,
10,121.5,0,Normal,Normal,True,68.81002257877869,1.0,21.0,0.1609082206532409,328.7405058133266,0,0,0,1,1,0,2.6196347723947504,2.885901008884897,1.523129471864841,356.0499408396562,17.074590306376408,23.00969244133339,53.43626610126145,0.5150040121592941,126.00606677025088,26.163241625885632,8.959684283915609,0.3585474087798473,3.447390826060321,1.413931171571975,0.840109749389176,0.8671802567089194,,11.045454545454545,328.57959759267334,0.0,0,0.0,0.0,5.192845690113013,0.0,
11,27.5,0,Normal,Normal,True,65.91524978981636,4.0,17.0,-0.4803200559225637,620.8522920783792,0,1,1,0,1,0,76.0795035416056,7.9581175796418435,2.370601815574047,139.26360795278788,17.672796562582988,0.0,63.95347690560322,0.4172259311234754,103.84044175320508,350.90750134366306,6.416607664968835,0.2926888999561617,4.467865230358044,2.798799809193584,0.8367553424906481,0.8509335035141954,,2.2916666666666665,621.3326121343017,0.0,0,0.0,0.0,17672.79656258299,0.0,
406,0.0,1,Normal,Fraud,False,11.720339376200982,0.0,0.0,-0.6679134347080384,563.5182348379888,0,1,0,0,0,0,99.99999999813905,6.623956951839948,1.0,999.99999997835,0.0,17.413177504937607,47.88228625686536,0.8739028254037893,226.92937069579028,1274.007787757983,0.0,0.3419431253513915,3.139992884759659,3.021260160647411,0.9999999999318832,0.7243897465397681,,0.0,564.1861482726968,0.0,0,0.5,0.0,0.0,0.0,
472,529.0,1,Normal,Fraud,False,0.0,4.0,10.0,2.940701015383458,809.9713779149798,1,0,0,1,1,1,68.19132798866157,13.927491256391129,1.2810390559440068,217.00470179872084,11.165850178358705,44.24890470541656,78.75859309176802,0.8303152625971711,1094.9999999560566,1514.672732892018,29.99999999837061,0.2015786002935805,3.760187531393696,2.046293812839499,0.649935291288295,0.8620607617143657,,1.1183932346723044,807.0306768995964,0.0,0,0.0,0.0,1.7661135111524378,0.0,
0,149.62,0,Normal,Normal,True,26.984203377988973,5.0,15.0,0.3442301866082259,727.402645684187,0,1,0,0,1,1,51.2475082573995,7.337498202725778,2.467598891174857,187.3390054165488,17.102367835812196,35.378832704510785,59.33319704571862,0.869674019463901,281.6395988090944,381.8415884464725,5.780061355107683,0.2840440009426347,3.361469950569924,1.914308575547932,0.9130920416445576,0.8183717091405718,0.0501605750804297,149.62,727.0584154975787,0.0,0,0.5,0.0,3.383178116801094,0.0,
0,2.69,0,Normal,Normal,True,67.87822095758982,4.0,14.0,-0.6339089611242947,247.35185866559948,0,0,1,1,0,0,33.94056412551071,8.883347903397581,2.0443586909157845,655.9153417824228,17.822032315630217,21.508459359001623,75.29327832146473,0.6903218823481247,140.80304813274844,36.21539715401463,9.230494721472455,0.1910528104986121,3.4633013153339163,2.864562607446506,0.8159973144086342,0.8458822303750155,2.3620791989031884e-10,2.69,247.98576762672377,0.0,0,0.0,0.0,5.798352901873645,0.0,
1,378.66,0,Normal,Normal,True,27.007490905738305,2.0,16.0,1.8689902110869336,986.0678856328228,1,1,1,1,1,0,32.66814269137448,6.697651253287778,3.507239261683443,441.9647155130141,17.72670464421658,49.999999998334125,18.0,0.0,401.8545567750784,825.4847069595206,22.39801181081468,0.1111699166511355,2.1589771844919605,2.065193178540192,0.7844117505827202,0.7886146802404173,0.2452405384065544,189.33,984.1988954217359,0.0,0,0.0,0.0,2.481391255497225,0.0,
1,123.5,0,Normal,Normal,True,33.291163432392075,2.0,14.0,0.1703447000583488,584.6386607045307,0,1,1,1,0,1,9.535098009669856,8.610428600065365,3.077358018149889,257.7257688988451,17.202304114913577,0.4022443671498809,49.2676413022587,0.3357649641446846,79.74163121272603,231.9191892258338,4.4790465665492905,0.0,4.7291224575334905,1.8153222018765665,0.8648411292590803,0.8818174364032821,0.1496811518799136,61.75,584.4683160044724,0.0,1,0.0,0.0,294.2401617962748,0.0,
2,69.99,0,Normal,Normal,True,30.21471162075552,6.0,18.0,-0.1858808889647722,999.999999947622,1,0,1,1,0,0,33.100896545756164,7.070221199461283,2.182874376649325,128.61485689583606,13.626505804285427,13.838164173582951,59.65692526148938,0.9999999999673772,350.68800211857683,396.628442900228,5.340383269004192,0.3010383375529893,2.479599556702377,3.999999999698341,0.9715797718155322,0.999999999923106,0.1116011937944621,23.33,1000.1858808365868,0.0,0,0.5,0.0,6.889448144789563,0.0,
2,3.67,0,Normal,Normal,True,41.95032620111785,4.0,13.0,-0.6273849267897281,288.6505452306227,1,1,1,0,1,1,22.46949553065738,10.28417733039526,2.085251885987013,597.1432740468186,17.85057261253951,19.54370728463811,74.23092461545325,0.727051610646721,208.49823374815352,65.40522942893031,7.149993473432385,0.1838334017694766,2.4089963793195714,2.8042918907914323,0.9950269417847932,0.8969060512842696,0.0642689169247356,1.2233333333333334,289.2779301574124,0.0,1,0.0,0.0,6.391278150123944,1.0,
4,4.99,0,Normal,Normal,True,68.48402765649355,5.0,14.0,-0.6185974519717404,440.08368640468905,0,0,0,0,1,0,47.98073377185299,9.395075858688244,2.320228054273041,0.0,19.15968707478136,11.756197108166688,59.79123109944813,0.7230125021751062,74.64649242057222,132.9371053681706,5.069159340471298,0.0904183111645816,4.9999999997364,1.708812447516801,0.8456216817794407,0.8385339363927483,0.0247823802273319,0.998,440.7022838566608,0.0,0,0.5,0.0,11.401476000972323,0.0,
7,40.8,0,Normal,Normal,True,38.4517038584509,6.0,21.0,-0.380203911644363,50.0,1,0,1,1,0,0,16.44097440272488,12.333005672841466,2.440973486190849,172.64553540254786,12.748639924902614,22.35096483178376,66.06820637105436,0.843742760695299,102.28281423275163,3649.999999833408,8.517073437664376,0.1202163103590136,1.927998555369697,2.329030974459549,0.0,0.0,0.1917188969314253,5.1,50.380203911644365,0.0,0,0.5,0.0,3.9914401934945047,0.0,
7,93.2,0,Normal,Normal,True,34.444834658717,4.0,12.0,-0.0313677900818224,441.45499575327807,1,1,0,0,0,1,20.547607346635843,19.010465530816724,4.999999999922306,154.10258341490194,18.759795069436585,5.443760343397103,63.780058039111246,0.9239371644516448,194.33439086843856,290.01878904330874,4.252362998914534,0.4999999999771394,4.006407280242067,1.3259454920077378,0.8301182420865656,0.9440605568087366,0.077964537947672,11.65,441.4863635433599,0.0,0,0.0,0.0,24.091788523619773,0.0,
9,3.68,0,Normal,Normal,True,43.35590858635507,3.0,13.0,-0.6273183550108039,249.92850303471567,1,0,1,1,0,1,21.46578338983233,10.58832652294835,1.9166285523358564,527.0736302623891,16.53336090558282,13.42332798862216,79.9999999982918,0.885261178258052,260.6783072407928,1.0,5.61190519716119,0.1807190211198227,2.8388242656884493,2.768949692044459,0.9898330884000018,0.8984403871247392,0.0376814868224998,0.368,250.55582138972647,0.0,1,0.0,0.0,8.617326876687324,0.0,
10,7.8,0,Normal,Normal,True,71.99999999839736,2.0,23.0,-0.5998907820940546,746.2885508182395,0,0,0,0,1,1,0.0,1.0,1.6195313897866406,566.482989176306,18.031517907329665,14.767875900517849,67.91468397738288,0.6656648218340705,1.0,396.8430135934927,8.032111238087875,0.3831640465120868,3.685244330716479,2.0942086023090143,0.8513042876855056,0.8470580104690077,0.0731620144858973,0.7090909090909091,746.8884416003335,0.0,0,0.5,0.0,8.542922878078707,1.0,
10,9.99,0,Normal,Normal,True,54.94684888452425,4.0,16.0,-0.585311562509666,706.7572383581764,1,1,0,0,0,1,23.850950001569547,19.999999999611926,4.685499361086562,250.661746239862,19.99999999957009,26.39522406015422,65.15671014389413,0.9687398548183592,226.52553818122,495.50818753228606,7.728876554591854,0.4965979755575186,1.0,1.0,0.8510471950354622,0.7927780673314944,0.0744781877860042,0.9081818181818182,707.3425499206861,0.0,0,0.0,0.0,5.30258358833778,0.0,
10,121.5,0,Normal,Normal,True,68.81002257877869,1.0,21.0,0.157030344273519,328.7405058133266,0,0,0,1,1,0,2.6196347723947504,2.885901008884897,1.523129471864841,356.0499408396562,17.074590306376408,23.00969244133339,53.43626610126145,0.5150040121592941,126.00606677025088,26.163241625885632,8.959684283915609,0.3585474087798473,3.447390826060321,1.413931171571975,0.840109749389176,0.8671802567089194,0.0710652526253395,11.045454545454545,328.5834754690531,0.0,0,0.0,0.0,5.192845690113013,0.0,
11,27.5,0,Normal,Normal,True,65.91524978981636,4.0,17.0,-0.4687443776134811,620.8522920783792,0,1,1,0,1,0,76.0795035416056,7.9581175796418435,2.370601815574047,139.26360795278788,17.672796562582988,0.0,63.95347690560322,0.4172259311234754,103.84044175320508,350.90750134366306,6.416607664968835,0.2926888999561617,4.467865230358044,2.798799809193584,0.8367553424906481,0.8509335035141954,0.0887330079237599,2.2916666666666665,621.3210364559926,0.0,0,0.0,0.0,17672.79656258299,0.0,
406,0.0,1,Fraud,Fraud,True,11.720339376200982,0.0,0.0,-0.6518167696548908,563.5182348379888,0,1,0,0,0,0,99.99999999813905,6.623956951839948,1.0,999.99999997835,0.0,17.413177504937607,47.88228625686536,0.8739028254037893,226.92937069579028,1274.007787757983,0.0,0.3419431253513915,3.139992884759659,3.021260160647411,0.9999999999318832,0.7243897465397681,0.9638747213850196,0.0,564.1700516076437,0.0,0,0.5,0.0,0.0,0.0,
472,529.0,1,Fraud,Fraud,True,0.0,4.0,10.0,2.869830335432589,809.9713779149798,1,0,0,1,1,1,68.19132798866157,13.927491256391129,1.2810390559440068,217.00470179872084,11.165850178358705,44.24890470541656,78.75859309176802,0.8303152625971711,1094.9999999560566,1514.672732892018,29.99999999837061,0.2015786002935805,3.760187531393696,2.046293812839499,0.649935291288295,0.8620607617143657,1.0,1.1183932346723044,807.1015475795473,0.0,0,0.0,0.0,1.7661135111524378,0.0,
55,200.01,0,Normal,Normal,True,0.5098188953690223,6.0,19.0,0.3500479576495492,886.4148003818074,0,1,1,0,0,1,33.35639675420893,19.99999999980956,2.5641628561533243,131.65886240526982,17.795683021069973,0.0,71.77303676857585,0.1962042735957073,416.1631607041821,1216.6833927330656,12.362441142343965,0.2410215468000924,3.566768899611224,1.5645267554661024,0.4964543214034632,0.2376890316744453,0.2678110219531276,3.5716071428571428,886.0647524241579,0.0,1,0.5,0.0,17795.683021069974,0.0,
55,0.76,0,Normal,Normal,True,46.519737542384085,4.0,19.0,-0.3003193964093778,487.0042341312783,1,0,0,0,1,1,23.98079259419393,15.812616025496716,2.0038169122912213,215.1946834737161,18.371664626442023,25.52337758562824,77.21038903908274,0.3993450612359146,587.7008735178933,1316.7520535198005,20.90290375921962,0.3592752206402864,3.0852958671719697,2.6561534742866173,0.329875864012874,0.5246832509939822,0.0251204330651857,0.013571428571428571,487.30455352768763,0.0,0,0.0,0.0,5.037201347836219,0.0,
56,20.22,0,Normal,Normal,True,45.61750537366048,5.0,21.0,-0.2368004568360442,623.631927800403,1,1,0,0,1,1,35.26127188768194,14.32316151816842,3.053754528078645,163.48116838696686,19.47629298288217,25.89349713282633,67.73505244063193,0.7398817720111578,633.468001125941,1244.8906926361149,21.408697945406736,0.2656923657919723,2.963027691684995,1.7077175745729245,0.4436468187853093,0.5945411600371996,1.6200317753956027e-10,0.35473684210526313,623.868728257239,0.0,0,0.5,0.0,5.263761934028101,0.0,
56,10.84,0,Normal,Normal,True,56.933409560036296,5.0,19.0,-0.2674174996519676,355.0879105378746,1,1,0,1,0,1,0.0,19.154769961526824,4.508209100094057,118.5074700817825,18.988320923396035,49.69879145963609,70.81446442877498,0.7931851390315431,641.1681859589775,984.3609324890032,23.02922326277423,0.4999999999770388,2.827462090118116,1.5909898918805467,0.1944672172248183,0.247576302285493,0.1010030027777915,0.19017543859649122,355.3553280375266,0.0,0,0.5,0.0,2.6740997891907496,0.0,
59,1142.02,0,Normal,Normal,True,46.52164238927594,4.0,20.0,3.4248411882495486,545.8765299297725,1,0,0,1,1,0,26.14513719879692,11.04817373107439,3.1266462843766067,56.834930361809256,18.77319597630341,44.32125254229099,79.9999999994651,0.5326174096676262,1094.999999980056,2351.7322540001664,10.604419793274014,0.1170092593258137,3.22337505689588,1.7862918057146646,0.265979527028614,0.5612477814608386,0.2996040929550042,19.033666666666665,542.451688741523,0.0,0,0.0,1.0,2.9645285861144877,0.0,
59,149.9,0,Normal,Normal,True,67.02734959397719,4.0,20.0,0.1864850562096856,152.23755498682203,1,0,1,1,0,0,29.821329567026236,14.241560435855387,2.6194916383901043,240.0824028009478,19.618630752760485,32.261741476989314,72.46341617087906,0.5315243725525856,650.5974981015572,1020.7036696105828,23.13787226274838,0.2748992363062384,3.286249312489856,2.582007848801782,0.297427805098753,0.4708030288629157,0.0446787142178146,2.4983333333333335,152.05106993061236,0.0,0,0.0,0.0,4.2558342527009625,0.0,
60,89.4,0,Normal,Normal,True,68.81996101555829,5.0,21.0,-0.010991605875961,602.956316029646,1,0,0,0,0,1,36.75122737383024,13.40188323361568,2.347268114371273,65.06023721976382,19.47831292779718,41.64746658188333,73.90658548096393,0.4309171167006538,607.417385163166,1414.0232277451746,20.91758142329804,0.3573775826292705,3.806525705455664,1.6021745816298163,0.3205627351610674,0.4773595821094831,0.0311665672335302,1.4655737704918033,602.9673076355219,0.0,0,0.5,0.0,3.27331500516398,0.0,
60,26.72,0,Normal,Normal,True,69.27850581036631,5.0,20.0,-0.2155839559508094,559.7747164958428,1,0,1,1,1,0,38.0646847400331,13.80267349618206,2.653093214759112,94.90047270813687,18.960378235365223,26.62995114614644,68.34954047528645,0.430269820785132,585.5082403806451,1201.3544352316965,22.31863899148204,0.3693407561514415,3.823826493488232,1.4876494589251892,0.3344715233201402,0.4717359626768003,0.0155773769794405,0.4380327868852459,559.9903004517936,0.0,0,0.5,0.0,4.9826516150200435,0.0,
62,5.99,0,Normal,Normal,True,43.35301090838531,5.0,20.0,-0.283248273389412,465.0400433164738,1,1,0,0,0,1,24.52051265847608,13.706732532432335,2.7704213170870347,74.09032191379836,19.12808230568031,48.55836528945274,73.81638388320918,0.4340543773399182,643.7721590612522,1155.4337356096387,21.352176949127987,0.2800761147753254,3.202279616360608,2.974246457444369,0.4463524788615891,0.5556680184136121,0.0147501238774056,0.09507936507936508,465.32329158986323,0.0,0,0.5,0.0,2.7570383820183344,0.0,
64,34.7,0,Normal,Normal,True,70.55511078835428,5.0,20.0,-0.1895366210178597,331.4783676174868,0,1,1,0,0,1,28.2771275860068,18.397028047886195,4.992863846341376,62.47781628926302,19.226138245040275,27.32534118417262,72.39140485232554,0.6068528717069117,610.7630993785544,1071.3687985512693,21.216874833286173,0.4995841261452148,4.093356703307724,1.506759915446871,0.3275081026889896,0.4682159073283032,0.0829706843145628,0.5338461538461539,331.66790423850466,0.0,1,0.5,0.0,4.923945841610345,0.0,
64,54.99,0,Normal,Normal,True,47.91329702851692,5.0,19.0,-0.1233084974853345,436.81718296469785,1,0,1,1,1,0,23.526581191823777,14.564162599893624,2.647075207353609,88.27785218517303,18.50407585668612,21.52444992024396,70.14355422413928,0.369256969340354,620.6064600568398,1085.1592924904403,23.79905805533856,0.3641062953001586,2.7237942600133467,2.446132682340363,0.2908104676266034,0.4148716239714425,0.0126564639021017,0.8460000000000001,436.94049146218316,0.0,0,0.5,0.0,6.01578302792417,0.0,
64,7.55,0,Normal,Normal,True,67.4942409514811,4.0,21.0,-0.2781563131769556,369.1265874958921,0,1,1,0,1,0,45.1939076057333,14.953772586284522,3.661966145897643,158.57977745523593,19.4440361142333,49.999999998758405,70.15626771704368,0.0,548.3026416292478,1085.8228962394992,26.671760413813743,0.1073832166133327,2.894174952617088,1.7604542980135207,0.3429402898459537,0.4700472441829907,0.0737283896139538,0.11615384615384615,369.4047438090691,0.0,0,0.0,0.0,2.721784006299367,0.0,
67,19.85,0,Normal,Normal,True,47.97211958306188,4.0,20.0,-0.2380081653479729,673.6246627407984,1,0,1,1,1,0,36.58787825301031,16.181527448739505,2.6517210466175367,62.350561473001584,18.82469709828944,29.460373516953208,66.4592674505231,0.6244489281910244,652.8730682274285,1320.3826639844303,22.6703483252423,0.2910356301908544,2.820375689557806,1.4621336906508948,0.3245829550862971,0.4358210316334877,0.0166588509989252,0.29191176470588237,673.8626709061464,0.0,0,0.0,0.0,4.47182303547394,0.0,
67,28.28,0,Normal,Normal,True,37.79109636991913,4.0,22.0,-0.2104919957383531,681.2795004183884,0,0,0,1,1,1,51.79121548757204,13.122494470462264,3.0073853017261336,61.85545135620189,18.356586633853883,35.46541878592978,71.52256829385675,0.7190065833686492,602.1614529224819,1104.5719435972687,26.415505339561108,0.4323001983810306,2.8712962856704776,2.5487200001871604,0.2192830680833956,0.2939473083383677,0.0639847999912955,0.4158823529411765,681.4899924141267,0.0,0,0.0,0.0,3.6224230214587303,0.0,
68,15.99,0,Normal,Normal,True,70.80304035206287,5.0,20.0,-0.2506075027967431,218.0897644362448,0,0,1,1,0,1,31.13383895657656,13.30822190718981,2.2687900535761782,83.84034658112834,19.31254403777921,42.28871762898635,74.60434193333927,0.5088454946549449,592.2855429269421,969.6748988794308,24.18822722082325,0.3522657002321833,3.342168441258979,2.4909354703790063,0.3103678984238104,0.4701412790645275,0.0348705326626981,0.23173913043478261,218.34037193904155,0.0,1,0.5,0.0,3.1962528559110384,0.0,
68,2.69,0,Normal,Normal,True,69.88254488540866,5.0,21.0,-0.2940197276849927,283.0785235922758,0,0,1,0,0,1,30.194899873369963,13.368821879291186,2.645977482892451,223.25296993873744,19.819963458642963,38.41225837402225,74.10677674660225,0.4812982924130438,563.570224121374,1053.0244381943428,24.95650767809779,0.3075500802365889,3.150367337619433,2.503527283837462,0.3123930774646152,0.4619632210860361,0.0465057955747811,0.03898550724637681,283.3725433199608,0.0,1,0.5,0.0,3.6112030810129236,0.0,
68,22.36,0,Normal,Normal,True,46.55911490341311,4.0,19.0,-0.229815331929213,470.9862526383732,1,0,1,1,1,0,25.90687908872635,14.328651380468012,2.16159066005894,72.45861284385293,18.83248954309872,17.87878901835514,71.18382021223927,0.4348494990195395,601.0687398039001,1204.6223014523098,23.02579742005008,0.4835868342331093,2.9275666574156896,2.4028802072311457,0.3398757549116908,0.5252716456072528,0.0040858833492605,0.32405797101449274,471.2160679703024,0.0,0,0.0,0.0,7.370512235518616,0.0,
69,0.78,0,Normal,Normal,True,59.49320276010923,5.0,21.0,-0.3002541148681925,535.0263686180311,1,0,0,1,1,1,38.76320871983499,16.069038751764204,1.5858006111859184,223.30519451586525,14.75350605896557,42.05630783279465,75.07929914012857,0.388625772129248,742.8263671756748,921.9907116072676,23.82380910802074,0.4019944309595666,2.674124975451711,1.154648826785044,0.4014319868191552,0.3419219042847713,0.1623953540452553,0.011142857142857144,535.3266227328993,0.0,0,0.5,0.0,2.4552168560609733,0.0,
69,168.56,0,Normal,Normal,True,48.52179370016784,4.0,20.0,0.2473927341356057,603.113325816045,1,0,0,0,1,1,35.71852582919879,14.322975965872471,3.3798733406815646,152.21940446801662,19.31323172532049,26.21631416711745,68.03213735197087,0.7758096690449117,682.4228820830082,1330.2331963419751,23.519972846513237,0.190752733087204,3.2603716597992785,1.76644071826021,0.2946572402756217,0.4030674982830171,0.0323436159421329,2.408,602.8659330819094,0.0,0,0.0,0.0,5.155436159429739,0.0,
69,0.76,0,Normal,Normal,True,34.499457886039124,5.0,22.0,-0.3003193964093778,171.54005183554762,1,0,0,1,1,1,22.930829765303454,17.06475878081834,2.733419455679924,82.75687801568124,16.378117953720754,38.20034857574666,74.46108291594524,0.5571523885599455,622.3041395465043,3649.9999998790367,20.16193930306967,0.0932106620414703,3.2101494144745653,2.743613271066215,0.0330527581103488,0.0,0.1062435342923481,0.010857142857142857,171.840371231957,0.0,0,0.5,0.0,3.0006485649941443,0.0,
69,9.47,0,Normal,Normal,True,29.004893278281948,5.0,23.0,-0.2718892852231632,50.0,1,0,0,1,0,1,15.492005200797612,19.61910903261959,4.819369204194677,126.15624187166912,17.933022800351992,45.40943087150125,75.7040159122685,0.5984749945377988,585.5725994981763,1407.5788720644434,28.31382462668661,0.4794147683563039,3.3512110271249917,2.350209792611796,0.2754883003564657,0.3314189051003052,0.1180123921590574,0.1352857142857143,50.27188928522316,0.0,0,1.0,0.0,2.764003185491059,0.0,
70,21.8,0,Normal,Normal,True,50.723932740839714,5.0,19.0,-0.2316432150824025,852.0487543526901,0,1,1,0,1,0,26.12579439582087,13.168456698957977,3.126903608144156,0.0,18.11327788066766,9.62222339107044,70.27727803761043,0.3876794267639766,567.9128943774932,1454.7996398960408,21.832633220429607,0.3019598848871663,2.854826598055948,3.445254510045208,0.3431363219201199,0.479898298417007,0.0519478931828776,0.3070422535211268,852.2803975677725,0.0,0,0.5,0.0,13.167515179080148,0.0,
71,14.48,0,Normal,Normal,True,71.99999999878973,4.0,22.0,-0.2555362591562361,430.0787734007682,0,0,0,0,1,0,18.538910969823803,12.861290990203925,2.8212628030004367,206.7491118624252,19.123965330094823,33.98860937788009,79.5291892311896,0.6722610553324048,618.2842465130366,1226.7169120704475,24.00867639086703,0.191979664767239,3.294141981430346,1.232902684973383,0.327412134034874,0.4629528181739816,0.026249718240161,0.20111111111111113,430.3343096599245,0.0,0,0.0,0.0,3.9377954906661397,0.0,
73,1.0,0,Normal,Normal,True,69.94719500720072,4.0,18.0,-0.2995360179151538,441.6151035690656,1,0,1,1,1,1,38.05338617258186,16.45039875688692,2.251190238559956,315.4174650302322,15.782891150134104,36.03247374645605,77.78554294812997,0.3461059522112619,604.4653071794993,1123.9690920689384,20.68463283441824,0.2008635040918716,3.9744606168448935,1.6124607871997854,0.339160605626755,0.5011727860754449,0.1522458035672436,0.013513513513513514,441.91463958698074,0.0,1,0.0,0.0,3.0655341647934806,0.0,
73,1.0,0,Normal,Normal,True,70.87628055380601,5.0,20.0,-0.2995360179151538,489.0615658311075,1,0,1,1,0,0,35.61284423399018,14.993485656762674,3.0470621363625163,21.623340965439567,18.814933791679422,27.161028653785834,70.05966017132144,0.5219793469390264,587.1600067951969,1094.7874413852762,20.964522394301763,0.1032851898201483,4.020018734880601,1.6591892361142615,0.3362872552275129,0.4641727449326334,0.0202104446365279,0.013513513513513514,489.36110184902265,0.0,0,0.5,0.0,4.847776709165208,0.0,
73,70.6,0,Normal,Normal,True,67.08753111785931,5.0,20.0,-0.0723562545901785,256.5102763996101,0,1,1,0,1,0,41.55484767173175,12.268183998119875,3.033041916968361,52.07827707702904,18.400285760241225,8.020797325286996,66.06624112479989,0.524674883546745,583.0625454509725,853.549666781042,23.91424596450731,0.4042408235146729,3.471280829868177,1.0,0.3462204568264762,0.4812594857024391,0.0527528147357364,0.954054054054054,256.5826326542003,0.0,0,0.5,0.0,16.04450076435928,0.0,
73,19.77,0,Normal,Normal,True,69.77662088231327,5.0,21.0,-0.2382692915127143,495.82006056473216,0,0,1,0,0,1,35.18836378588038,14.691379885531877,3.172290658951794,140.81848577331596,19.29733609879247,20.25293424064397,71.23657736276238,0.5705762150880539,578.2202162009753,1163.7661564521563,21.03409303432612,0.1173593883231736,3.904407431405101,1.6029674406650916,0.3310756730356174,0.4600993575785365,0.0457297381420291,0.26716216216216215,496.0583298562449,0.0,1,0.5,0.0,6.667413185406947,0.0,
74,1.18,0,Normal,Normal,True,68.44755000821797,5.0,20.0,-0.2989484840444857,784.2120724230548,0,1,1,0,1,0,35.050896167118886,15.123662973057762,3.413482859985314,146.07420948380224,19.47292047860429,43.102739991577145,63.45789252637788,0.1736017476485543,540.9004256972881,1397.9887745424369,23.07950005770776,0.1235521686921102,3.645239380237065,1.8843922313049812,0.3470086356836706,0.4604987000932333,0.0183603692662685,0.015733333333333332,784.5110209070992,0.0,0,0.5,0.0,3.161940744176666,0.0,
74,1.18,0,Normal,Normal,True,68.44755000821797,5.0,20.0,-0.2989484840444857,784.2120724230548,0,1,1,0,1,0,35.050896167118886,15.123662973057762,3.413482859985314,146.07420948380224,19.47292047860429,43.102739991577145,63.45789252637788,0.1736017476485543,540.9004256972881,1397.9887745424369,23.07950005770776,0.1235521686921102,3.645239380237065,1.8843922313049812,0.3470086356836706,0.4604987000932333,0.0183603692662685,0.015733333333333332,784.5110209070992,0.0,0,0.5,0.0,3.161940744176666,0.0,
74,1.18,0,Normal,Normal,True,68.44755000821797,5.0,20.0,-0.2989484840444857,784.2120724230548,0,1,1,0,1,0,35.050896167118886,15.123662973057762,3.413482859985314,146.07420948380224,19.47292047860429,43.102739991577145,63.45789252637788,0.1736017476485543,540.9004256972881,1397.9887745424369,23.07950005770776,0.1235521686921102,3.645239380237065,1.8843922313049812,0.3470086356836706,0.4604987000932333,0.0183603692662685,0.015733333333333332,784.5110209070992,0.0,0,0.5,0.0,3.161940744176666,0.0,
74,1.18,0,Normal,Normal,True,68.44755000821797,5.0,20.0,-0.2989484840444857,784.2120724230548,0,1,1,0,1,0,35.050896167118886,15.123662973057762,3.413482859985314,146.07420948380224,19.47292047860429,43.102739991577145,63.45789252637788,0.1736017476485543,540.9004256972881,1397.9887745424369,23.07950005770776,0.1235521686921102,3.645239380237065,1.8843922313049812,0.3470086356836706,0.4604987000932333,0.0183603692662685,0.015733333333333332,784.5110209070992,0.0,0,0.5,0.0,3.161940744176666,0.0,
75,81.13,0,Normal,Normal,True,38.46399144051579,5.0,21.0,-0.0379855231560982,999.9999999588342,0,1,1,1,1,1,54.555175865147184,12.073150178295409,3.8980522035712335,30.36834954776151,17.560889484504074,18.394794141844443,67.45793757843515,0.7151304729304031,573.2852672360127,1430.331245121935,22.75551593079427,0.3815893647674496,3.2589749249824904,3.493960673642937,0.2924897653156933,0.515052887172258,0.1091654885514953,1.0675,1000.0379854819903,0.0,1,0.5,0.0,6.680121810079515,0.0,
76,50.0,0,Normal,Normal,True,43.48044893058192,5.0,20.0,-0.1395962420110763,884.0291884781507,0,1,1,0,0,1,27.58915095571992,12.109901210848882,2.773037797724147,154.2100694884846,19.370798030414385,26.22715542669009,75.74245576683772,0.5603419072090291,552.1794343381634,1656.0608601814024,24.4347317889651,0.3936332124511111,2.466018538138806,3.029575016158194,0.2989214304746957,0.4890003629859222,0.0860019995832806,0.6493506493506493,884.1687847201617,0.0,1,0.5,0.0,5.16866596265373,0.0,
